employee_id,employee_name,employment_status,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,manager,monthly_gross_bdt,annual_total_reward_bdt,compa_ratio,goal_completion_percent,overall_performance_score,performance_rating,potential,promotion_readiness,leave_transactions,approved_leave_days,training_programs,training_hours,training_cost_bdt,average_training_feedback,average_pre_assessment,average_post_assessment,assessment_improvement,exit_type,exit_reason,regrettable_exit,tenure_at_exit_years
MG-DHK-HRA-0150,Anika Karim,Active at FY2025 year-end,Female,25,25-34,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Admin Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-10-27,,Nusrat Jahan,42500,618500,0.82524272,63.4,76.9,Partially Meets,Medium,Develop in Current Role,1,3.0,3,32.0,5739.0,4.23,59.67,71.33,11.66,,,,
MG-DHK-HRA-0162,Rumana Haque,Active at FY2025 year-end,Female,35,35-44,Mymensingh,Yes,Diploma,HR & Administration,hr_and_administration,CC-105,HR Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-05-10,,Md. Imran Hossain,55000,766000,1.06796117,80.6,85.9,Meets Expectations,Medium,Ready in 1-2 Years,2,2.0,2,18.0,4668.0,4.35,54.5,66.0,11.5,,,,
MG-DHK-HRA-0178,Ishrat Ferdous,Active at FY2025 year-end,Female,36,35-44,Rajshahi,No,Bachelor,HR & Administration,hr_and_administration,CC-105,HR Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-11-14,,Md. Imran Hossain,104500,1443100,1.16111111,73.1,77,Partially Meets,Low,Develop in Current Role,3,11.0,6,59.0,7892.0,4.15,62.33,75.5,13.17,,,,
MG-DHK-HRA-0187,Mahmud Kabir,Active at FY2025 year-end,Male,24,Under 25,Rangpur,No,Master,HR & Administration,hr_and_administration,CC-105,HR Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-04-18,,Nusrat Jahan,62500,902700,1.21359223,87.7,84,Meets Expectations,Medium,Ready in 1-2 Years,1,1.0,2,19.0,2040.0,4.25,65.0,82.5,17.5,,,,
MG-DHK-HRA-0191,Tanvir Mahmud,Active at FY2025 year-end,Male,40,35-44,Khulna,No,Master,HR & Administration,hr_and_administration,CC-105,Senior HR Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-07-07,,Nusrat Jahan,72500,1005500,1.03571429,92.9,95.7,Exceeds Expectations,Medium,Ready in 1-2 Years,3,5.0,1,6.0,2040.0,4.6,63.0,69.0,6.0,,,,
MG-DHK-HRA-0217,Priyanka Talukder,Separated during FY2025,Female,,,,,,HR & Administration,hr_and_administration,CC-105,Admin Officer,Officer,,Dhaka Corporate Office,dhaka_corporate_office,2019-10-15,2025-06-03,Nusrat Jahan,,,,,,,,,3,15.0,1,6.0,696.0,4.2,43.0,63.0,20.0,Involuntary,End of Contract,No,5.63
MG-DHK-HRA-0251,Mst. Roksana Chowdhury,Active at FY2025 year-end,Female,40,35-44,Dhaka,Yes,Professional Certification,HR & Administration,hr_and_administration,CC-105,HR Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-04-11,,Nusrat Jahan,162000,2308800,1.15714286,104.1,91,Exceeds Expectations,Medium,Ready in 1-2 Years,2,6.0,5,30.0,6215.0,4.3,61.0,77.6,16.6,,,,
MG-DHK-HRA-0263,Ayesha Hasan,Active at FY2025 year-end,Female,33,25-34,Khulna,No,Bachelor,HR & Administration,hr_and_administration,CC-105,HR Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-03-01,,Nusrat Jahan,134500,1852300,0.96071429,84,81.4,Meets Expectations,High,Ready in 1-2 Years,2,6.0,0,0.0,0.0,,,,,,,,
MG-DHK-HRA-0265,Jahid Karim,Active at FY2025 year-end,Male,30,25-34,Dhaka,No,Master,HR & Administration,hr_and_administration,CC-105,Senior Admin Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-01-21,,Nusrat Jahan,89000,1279800,1.27142857,95.2,94.8,Exceeds Expectations,Medium,Ready in 1-2 Years,0,0.0,3,17.0,3256.0,4.53,65.0,74.67,9.67,,,,
MG-DHK-HRA-0283,Samira Chowdhury,Active at FY2025 year-end,Female,50,45+,Rangpur,No,Master,HR & Administration,hr_and_administration,CC-105,Head of Human Resources,Head,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-08-23,,Nusrat Jahan,429000,6111200,1.28059701,83.3,87.1,Meets Expectations,Medium,Ready in 1-2 Years,4,9.0,0,0.0,0.0,,,,,,,,
MG-DHK-HRA-0288,Monir Jahan,Separated during FY2025,Male,,,,,,HR & Administration,hr_and_administration,CC-105,Admin Assistant,Junior Staff,,Dhaka Corporate Office,dhaka_corporate_office,2018-10-29,2025-02-20,Nusrat Jahan,,,,,,,,,1,1.0,0,0.0,0.0,,,,,Involuntary,End of Contract,No,6.31
MG-DHK-HRA-0306,Shakil Bhuiyan,Active at FY2025 year-end,Male,31,25-34,Dhaka,No,Master,HR & Administration,hr_and_administration,CC-105,Payroll Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-08-27,,Md. Imran Hossain,100500,1442800,1.11666667,91.7,82.1,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,0,0.0,0.0,,,,,,,,
MG-DHK-HRA-0363,Ishrat Ahmed,Active at FY2025 year-end,Female,32,25-34,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Admin Officer,Officer,Contract,Dhaka Corporate Office,dhaka_corporate_office,2021-09-02,,Nusrat Jahan,64000,864000,1.24271845,91,86.4,Meets Expectations,Low,Develop in Current Role,3,13.0,2,14.0,881.0,4.75,70.5,84.5,14.0,,,,
MG-DHK-HRA-0391,Jahid Ahmed,Active at FY2025 year-end,Male,41,35-44,Sylhet,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Payroll Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-09-08,,Md. Imran Hossain,78500,1130300,0.87222222,107.8,95.8,Exceeds Expectations,High,Ready Now,4,9.0,2,20.0,3846.0,4.15,54.0,71.5,17.5,,,,
MG-DHK-HRA-0441,Asif Hasan,Active at FY2025 year-end,Male,44,35-44,Khulna,No,Professional Certification,HR & Administration,hr_and_administration,CC-105,Payroll Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-10-21,,Md. Imran Hossain,75000,1027500,0.83333333,99.4,95.3,Exceeds Expectations,Low,Develop in Current Role,1,3.0,0,0.0,0.0,,,,,,,,
MG-DHK-HRA-0476,Mim Bhuiyan,Active at FY2025 year-end,Female,24,Under 25,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Admin Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-09-29,,Nusrat Jahan,41500,554500,0.80582524,77.5,81.9,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,0,0.0,0.0,,,,,,,,
MG-DHK-IT-0067,Kamrul Mia,Active at FY2025 year-end,Male,36,35-44,Rajshahi,No,Bachelor,Information Technology,information_technology,CC-108,Senior IT Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-04-06,,Tanjina Akter,85000,1218900,1.21428571,63.5,66.1,Needs Improvement,Medium,Develop in Current Role,3,9.0,1,6.0,823.0,4.5,70.0,92.0,22.0,,,,
MG-DHK-IT-0145,Mehedi Rahman,Active at FY2025 year-end,Male,27,25-34,Rangpur,No,Master,Information Technology,information_technology,CC-108,IT Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-08-10,,Tanjina Akter,73000,1052200,1.41747573,105.7,99.3,Exceeds Expectations,Medium,Ready in 1-2 Years,4,10.0,2,15.0,4359.0,4.0,71.5,85.5,14.0,,,,
MG-DHK-IT-0207,Rafiq Hossain,Active at FY2025 year-end,Male,29,25-34,Chattogram,No,HSC,Information Technology,information_technology,CC-108,Junior Developer,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-07-04,,Tanjina Akter,34500,522600,0.94520548,67.1,75.7,Partially Meets,Medium,Develop in Current Role,2,9.0,4,34.0,3931.0,4.17,59.25,73.75,14.5,,,,
MG-DHK-IT-0310,Sabbir Rahman,Active at FY2025 year-end,Male,27,25-34,Barishal,No,Diploma,Information Technology,information_technology,CC-108,Junior Developer,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-08-08,,Sabbir Hossain,33500,472100,0.91780822,84.9,81.1,Meets Expectations,Medium,Ready in 1-2 Years,3,8.0,2,16.0,3256.0,3.95,56.0,71.0,15.0,,,,
MG-DHK-IT-0392,Kamrul Sultana,Active at FY2025 year-end,Male,48,45+,Dhaka,No,Master,Information Technology,information_technology,CC-108,Senior Manager - IT,Senior Manager,Probation,Dhaka Corporate Office,dhaka_corporate_office,2022-08-29,,Tanjina Akter,213500,2882200,0.99302326,78.9,75.3,Partially Meets,Medium,Develop in Current Role,2,8.0,2,16.0,3038.0,3.95,39.0,61.0,22.0,,,,
MG-DHK-IT-0418,Ahsan Khatun,Active at FY2025 year-end,Male,33,25-34,Sylhet,No,Bachelor,Information Technology,information_technology,CC-108,IT Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-07-28,,Sabbir Hossain,58500,875400,1.13592233,86.3,80.5,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,4,38.0,5376.0,4.28,56.5,75.0,18.5,,,,
MG-DHK-IT-0479,Sumaiya Haque,Active at FY2025 year-end,Not Disclosed,33,25-34,Rajshahi,No,HSC,Information Technology,information_technology,CC-108,IT Support Technician,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-01-20,,Sabbir Hossain,43500,631000,1.19178082,80.5,84.2,Meets Expectations,Medium,Ready in 1-2 Years,2,8.0,1,12.0,1508.0,4.5,44.0,59.0,15.0,,,,
MG-DHK-LGL-0004,Sadia Chowdhury,Separated during FY2025,Female,,,,,,Legal & Compliance,legal_and_compliance,CC-111,Senior Manager - Legal,Senior Manager,,Dhaka Corporate Office,dhaka_corporate_office,2022-03-24,2025-11-15,Barrister Nafisa Karim,,,,,,,,,2,3.0,2,24.0,1897.0,4.35,65.0,71.5,6.5,Involuntary,End of Contract,No,3.65
MG-DHK-LGL-0159,Shakil Sultana,Active at FY2025 year-end,Male,27,25-34,Khulna,No,Master,Legal & Compliance,legal_and_compliance,CC-111,Senior Legal Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-10-08,,Shamim Ahmed,75500,1088400,1.07857143,88.5,81.4,Meets Expectations,High,Ready in 1-2 Years,4,10.0,1,8.0,1641.0,4.4,57.0,82.0,25.0,,,,
MG-DHK-LGL-0176,Mahmud Jahan,Active at FY2025 year-end,Male,45,45+,Rajshahi,No,Professional Certification,Legal & Compliance,legal_and_compliance,CC-111,Compliance Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-12-24,,Barrister Nafisa Karim,169000,2416600,1.20714286,91.9,85.6,Meets Expectations,Medium,Ready in 1-2 Years,2,9.0,6,70.0,7172.0,4.15,66.5,79.67,13.17,,,,
MG-DHK-LGL-0323,Tahmina Bhuiyan,Active at FY2025 year-end,Female,23,Under 25,Dhaka,No,Bachelor,Legal & Compliance,legal_and_compliance,CC-111,Legal Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-04-16,,Shamim Ahmed,47500,689800,0.9223301,78,79.3,Meets Expectations,Medium,Ready in 1-2 Years,0,0.0,3,16.0,5313.0,4.0,51.0,57.0,6.0,,,,
MG-DHK-LGL-0463,Md. Rahim Mia,Active at FY2025 year-end,Male,31,25-34,Chattogram,No,Diploma,Legal & Compliance,legal_and_compliance,CC-111,Legal Officer,Officer,Intern,Dhaka Corporate Office,dhaka_corporate_office,2025-07-17,,Barrister Nafisa Karim,42500,573800,0.82524272,104.7,99.3,Exceeds Expectations,Medium,Ready in 1-2 Years,0,0.0,0,0.0,0.0,,,,,,,,
MG-DHK-LGL-0512,Fahim Mia,Active at FY2025 year-end,Male,54,45+,Rajshahi,No,Bachelor,Legal & Compliance,legal_and_compliance,CC-111,Senior Manager - Legal,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-01-09,,Barrister Nafisa Karim,291500,3996500,1.35581395,91.1,86,Meets Expectations,Medium,Ready in 1-2 Years,1,4.0,5,39.0,8296.0,4.14,61.4,74.2,12.8,,,,
MG-DHK-PRD-0047,Asif Hossain,Active at FY2025 year-end,Male,26,25-34,Chattogram,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-02-10,,Abdul Karim,40500,590200,0.78640777,97.2,94.2,Exceeds Expectations,Medium,Ready in 1-2 Years,1,8.0,1,8.0,1622.0,4.4,75.0,87.0,12.0,,,,
MG-DHK-PRD-0086,Priyanka Khan,Active at FY2025 year-end,Female,48,45+,Dhaka,No,Professional Certification,Production,production,CC-101,Senior Manager - Production,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-01-23,,Md. Shahidul Islam,174000,2574900,0.80930233,104.5,96,Exceeds Expectations,Medium,Ready in 1-2 Years,2,113.0,2,18.0,3367.0,4.05,58.5,69.5,11.0,,,,
MG-DHK-PRD-0184,Ahsan Mia,Active at FY2025 year-end,Male,26,25-34,Dhaka,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-01-31,,Abdul Karim,38000,534200,1.04109589,91,78.4,Meets Expectations,High,Ready in 1-2 Years,4,9.0,3,18.0,2440.0,4.3,62.67,82.67,20.0,,,,
MG-DHK-PRD-0490,Shuvo Mahmud,Active at FY2025 year-end,Male,27,25-34,Chattogram,No,Bachelor,Production,production,CC-101,Line Coordinator,Junior Staff,Probation,Dhaka Corporate Office,dhaka_corporate_office,2025-08-14,,Md. Shahidul Islam,42000,546000,1.15068493,99.1,96,Exceeds Expectations,Medium,Ready in 1-2 Years,3,9.0,0,0.0,0.0,,,,,,,,
MG-DHK-PRD-0503,Mehedi Kabir,Active at FY2025 year-end,Male,27,25-34,Rajshahi,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-12-23,,Abdul Karim,79000,1121000,1.12857143,94.2,88.6,Meets Expectations,Low,Develop in Current Role,2,1.0,0,0.0,0.0,,,,,,,,
MG-DHK-PRO-0041,Rakib Khatun,Active at FY2025 year-end,Male,30,25-34,Chattogram,No,Bachelor,Procurement,procurement,CC-109,Purchase Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-10-14,,Maliha Noor,43000,626500,1.17808219,71,78.6,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,5,34.0,6843.0,4.36,60.6,74.8,14.2,,,,
MG-DHK-PRO-0122,Kamrul Sarker,Separated during FY2025,Male,,,,,,Procurement,procurement,CC-109,Senior Sourcing Officer,Senior Officer,,Dhaka Corporate Office,dhaka_corporate_office,2021-04-14,2025-10-11,Maliha Noor,,,,,,,,,3,13.0,2,12.0,3447.0,4.0,60.0,81.0,21.0,Voluntary,Health Reasons,No,4.49
MG-DHK-PRO-0169,Tareq Alam,Active at FY2025 year-end,Male,36,35-44,Rajshahi,No,Bachelor,Procurement,procurement,CC-109,Vendor Management Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-09-15,,Ahsan Habib,95000,1359900,1.05555556,75.5,77.4,Partially Meets,Medium,Develop in Current Role,0,0.0,0,0.0,0.0,,,,,,,,
MG-DHK-PRO-0254,Shafiq Hossain,Active at FY2025 year-end,Male,31,25-34,Dhaka,No,HSC,Procurement,procurement,CC-109,Vendor Coordinator,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-04-15,,Maliha Noor,35500,518200,0.97260274,88.5,88.3,Meets Expectations,Medium,Ready in 1-2 Years,3,11.0,1,8.0,584.0,3.8,46.0,59.0,13.0,,,,
MG-DHK-PRO-0343,Lubna Hossain,Active at FY2025 year-end,Female,42,35-44,Rangpur,No,Master,Procurement,procurement,CC-109,Procurement Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-12-01,,Maliha Noor,179500,2566000,1.28214286,102.5,94.7,Exceeds Expectations,Medium,Ready in 1-2 Years,2,6.0,3,26.0,2804.0,4.07,65.0,85.33,20.33,,,,
MG-DHK-PRO-0395,Tasnim Haque,Active at FY2025 year-end,Female,28,25-34,Mymensingh,No,Bachelor,Procurement,procurement,CC-109,Senior Sourcing Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-12-25,,Maliha Noor,70000,1009100,1,93.8,89,Meets Expectations,Medium,Ready in 1-2 Years,1,1.0,3,28.0,3774.0,4.23,51.0,63.33,12.33,,,,
MG-DHK-PRO-0434,Farhan Uddin,Active at FY2025 year-end,Male,36,35-44,Barishal,No,Bachelor,Procurement,procurement,CC-109,Vendor Management Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-10-27,,Ahsan Habib,82000,1081000,0.91111111,71.3,80.2,Meets Expectations,Medium,Ready in 1-2 Years,3,4.0,0,0.0,0.0,,,,,,,,
MG-DHK-PRO-0483,Kamrul Ahmed,Active at FY2025 year-end,Male,28,25-34,Chattogram,No,Bachelor,Procurement,procurement,CC-109,Sourcing Officer,Officer,Intern,Dhaka Corporate Office,dhaka_corporate_office,2025-08-06,,Maliha Noor,46500,651000,0.90291262,93.7,87.9,Meets Expectations,Medium,Ready in 1-2 Years,2,9.0,1,8.0,1939.0,3.3,57.0,57.0,0.0,,,,
MG-DHK-QAS-0197,Md. Rahim Talukder,Active at FY2025 year-end,Male,21,Under 25,Mymensingh,No,Bachelor,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-08-18,,Ashikur Rahman,41000,596100,1.12328767,87.7,86.2,Meets Expectations,Low,Develop in Current Role,2,4.0,3,16.0,4001.0,4.57,60.33,71.67,11.34,,,,
MG-DHK-QAS-0339,Hasan Jahan,Active at FY2025 year-end,Male,35,35-44,Rajshahi,No,SSC,Quality Assurance,quality_assurance,CC-106,Lab Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-09-08,,Ashikur Rahman,33000,500300,1.24528302,82.8,86.8,Meets Expectations,Medium,Ready in 1-2 Years,3,7.0,1,12.0,1429.0,3.7,58.0,75.0,17.0,,,,
MG-DHK-SAM-0007,Tareq Akter,Active at FY2025 year-end,Male,21,Under 25,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-03-20,,Tanvir Ahmed,46500,676300,1.2739726,92.7,93,Exceeds Expectations,Medium,Ready in 1-2 Years,3,4.0,4,28.0,4446.0,4.1,52.25,64.0,11.75,,,,
MG-DHK-SAM-0009,Rashed Ahmed,Active at FY2025 year-end,Male,33,25-34,Chattogram,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Support Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-08-29,,Tanvir Ahmed,31000,453900,1.16981132,100.3,95,Exceeds Expectations,Medium,Ready in 1-2 Years,2,5.0,2,20.0,4913.0,3.95,66.5,77.5,11.0,,,,
MG-DHK-SAM-0036,Shakil Haque,Active at FY2025 year-end,Male,24,Under 25,Khulna,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-07-08,,Farzana Rahman,65000,935700,1.26213592,100.2,93.1,Exceeds Expectations,Medium,Ready in 1-2 Years,4,16.0,2,10.0,3009.0,4.3,63.0,73.0,10.0,,,,
MG-DHK-SAM-0044,Afroza Akter,Active at FY2025 year-end,Female,46,45+,Rangpur,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-06-17,,Tanvir Ahmed,265500,3787700,1.23488372,60.9,71.2,Partially Meets,Medium,Develop in Current Role,2,7.0,0,0.0,0.0,,,,,,,,
MG-DHK-SAM-0045,Riyad Jahan,Active at FY2025 year-end,Male,31,25-34,Dhaka,No,Diploma,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-01-10,,Tanvir Ahmed,34000,479800,0.93150685,73.2,80.2,Meets Expectations,Medium,Ready in 1-2 Years,1,3.0,3,28.0,1706.0,4.73,58.67,77.67,19.0,,,,
MG-DHK-SAM-0051,Zahid Rashid,Active at FY2025 year-end,Male,29,25-34,Barishal,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-10-27,,Tanvir Ahmed,37000,520000,1.01369863,92.1,82.7,Meets Expectations,Medium,Ready in 1-2 Years,2,5.0,4,44.0,6781.0,4.53,53.0,62.25,9.25,,,,
MG-DHK-SAM-0068,Riyad Chowdhury,Active at FY2025 year-end,Male,27,25-34,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Senior Brand Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-10-15,,Tanvir Ahmed,85000,1218900,1.21428571,100.7,92,Exceeds Expectations,Low,Develop in Current Role,2,2.0,3,24.0,4731.0,4.3,58.0,74.33,16.33,,,,
MG-DHK-SAM-0075,Mizanur Rahman,Active at FY2025 year-end,Male,38,35-44,Dhaka,Yes,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-10-13,,Tanvir Ahmed,75500,1046900,0.83888889,88.3,80.2,Meets Expectations,High,Ready in 1-2 Years,1,4.0,1,3.0,1742.0,3.2,64.0,64.0,0.0,,,,
MG-DHK-SAM-0084,Nazmul Khan,Active at FY2025 year-end,Male,36,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-05-08,,Farzana Rahman,85000,1261400,0.94444444,87.9,87.9,Meets Expectations,Medium,Ready in 1-2 Years,4,16.0,2,16.0,3526.0,4.5,64.0,79.0,15.0,,,,
MG-DHK-SAM-0094,Farhan Hasan,Active at FY2025 year-end,Male,20,Under 25,Rajshahi,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Support Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-11-02,,Farzana Rahman,29500,433900,1.11320755,96,85.8,Meets Expectations,Medium,Ready in 1-2 Years,3,11.0,1,6.0,766.0,4.5,77.0,87.0,10.0,,,,
MG-DHK-SAM-0128,Rashed Islam,Active at FY2025 year-end,Male,27,25-34,Dhaka,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-09-19,,Farzana Rahman,40500,567900,1.10958904,96.2,93.1,Exceeds Expectations,Medium,Ready in 1-2 Years,2,2.0,2,18.0,2630.0,4.6,50.5,74.0,23.5,,,,
MG-DHK-SAM-0129,Kamrul Uddin,Active at FY2025 year-end,Male,23,Under 25,Rangpur,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Contract,Dhaka Corporate Office,dhaka_corporate_office,2020-11-06,,Farzana Rahman,41500,581000,1.1369863,77.1,78,Meets Expectations,Medium,Ready in 1-2 Years,3,11.0,3,30.0,5935.0,4.37,58.0,76.33,18.33,,,,
MG-DHK-SAM-0136,Ayesha Akter,Active at FY2025 year-end,Female,24,Under 25,Rajshahi,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-08-23,,Tanvir Ahmed,33500,490500,0.91780822,96.5,92.2,Exceeds Expectations,Medium,Ready in 1-2 Years,4,9.0,3,22.0,4173.0,4.07,70.33,78.0,7.67,,,,
MG-DHK-SAM-0143,Shuvo Bhuiyan,Active at FY2025 year-end,Male,27,25-34,Dhaka,No,Diploma,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-08-21,,Tanvir Ahmed,32000,470200,0.87671233,69.5,73.1,Partially Meets,Medium,Develop in Current Role,4,8.0,2,12.0,4081.0,3.85,57.5,68.0,10.5,,,,
MG-DHK-SAM-0151,Ahsan Mahmud,Active at FY2025 year-end,Male,32,25-34,Dhaka,Yes,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-05-11,,Farzana Rahman,106500,1470300,1.18333333,110.9,98,Exceeds Expectations,High,Ready Now,2,10.0,3,22.0,5029.0,4.5,70.33,85.0,14.67,,,,
MG-DHK-SAM-0158,Moumita Haque,Separated during FY2025,Female,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,,Dhaka Corporate Office,dhaka_corporate_office,2018-07-14,2025-06-19,Tanvir Ahmed,,,,,,,,,1,4.0,1,6.0,395.0,4.5,77.0,84.0,7.0,Voluntary,Better Career Opportunity,No,6.93
MG-DHK-SAM-0170,Ashik Kabir,Active at FY2025 year-end,Male,37,35-44,Sylhet,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Area Sales Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-07-01,,Farzana Rahman,117500,1743800,0.83928571,98.2,89.9,Meets Expectations,Medium,Ready in 1-2 Years,2,4.0,2,16.0,4467.0,4.5,55.0,67.5,12.5,,,,
MG-DHK-SAM-0201,Mehedi Karim,Active at FY2025 year-end,Male,45,45+,Chattogram,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-05-14,,Farzana Rahman,85000,1218900,0.94444444,90.1,82.4,Meets Expectations,High,Ready in 1-2 Years,1,0.0,3,26.0,5726.0,4.47,65.67,74.33,8.66,,,,
MG-DHK-SAM-0209,Ashik Mia,Active at FY2025 year-end,Male,40,35-44,Dhaka,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Senior Brand Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-03-18,,Farzana Rahman,71500,1030600,1.02142857,90.2,88,Meets Expectations,Medium,Ready in 1-2 Years,2,6.0,5,39.0,6499.0,4.0,59.4,69.6,10.2,,,,
MG-DHK-SAM-0250,Imran Sarker,Active at FY2025 year-end,Male,40,35-44,Rangpur,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Area Sales Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-09-08,,Farzana Rahman,155000,2132000,1.10714286,81.1,81.4,Meets Expectations,Medium,Ready in 1-2 Years,3,8.0,1,3.0,935.0,4.6,70.0,85.0,15.0,,,,
MG-DHK-SAM-0262,Zahid Noor,Active at FY2025 year-end,Male,40,35-44,Rangpur,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-02-05,,Farzana Rahman,279000,4118500,1.29767442,93.5,87.1,Meets Expectations,Low,Develop in Current Role,3,6.0,2,12.0,2299.0,4.35,55.5,76.0,20.5,,,,
