Program ID,Program Name,Category,Training Date,Employee ID,Employee Name,Department,Job Level,Mode,Provider,Venue,Hours,Completion Status,Pre-Assessment Score,Post-Assessment Score,Feedback Rating,Cost (BDT),Mandatory
TRN-009,Power BI Fundamentals,Digital Skills,2025-07-09,MG-NGJ-PRD-0166,Jahid Mahmud,Production,Senior Manager,In-person,Technology Partner,Gazipur Manufacturing Unit,16,Completed,61,75,4.5,1090,No
TRN-009,Power BI Fundamentals,Digital Skills,2025-07-09,MG-RAJ-FIN-0312,Shafiq Jahan,Finance & Accounts,Manager,In-person,Technology Partner,Gazipur Manufacturing Unit,16,Completed,58,75,4.3,1493,No
TRN-009,Power BI Fundamentals,Digital Skills,2025-07-09,MG-DHK-FIN-0079,Nusrat Karim,Finance & Accounts,Manager,In-person,Technology Partner,Gazipur Manufacturing Unit,16,Completed,65,82,4.2,2023,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-PRO-0335,Rafiq Hasan,Procurement,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,55,78,3.7,1623,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-CTG-SCL-0311,Ahsan Khan,Supply Chain & Logistics,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,67,78,3.8,1047,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-PRD-0199,Jahid Hasan,Production,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,54,67,3.8,1479,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-ENG-0183,Imran Hasan,Engineering & Maintenance,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,61,79,4,2591,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-DHK-SAM-0045,Riyad Jahan,Sales & Marketing,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,71,85,4.3,562,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-CTG-SAM-0095,Tareq Karim,Sales & Marketing,Senior Officer,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,59,82,3.8,1101,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-NGJ-PRD-0257,Nazmul Alam,Production,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,51,67,4.2,2421,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-ENG-0219,Hasan Mia,Engineering & Maintenance,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,49,52,4.8,2295,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-HRA-0154,Maliha Islam,HR & Administration,Officer,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,55,71,4.3,1308,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-CTG-SAM-0232,Jannatul Ferdous,Sales & Marketing,Executive,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,71,90,4.2,792,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-ENG-0071,Sanjida Bhuiyan,Engineering & Maintenance,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,78,84,4.3,718,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-CTG-SCL-0304,Sabbir Mahmud,Supply Chain & Logistics,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,43,44,4.2,630,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-ENG-0487,Ashik Rashid,Engineering & Maintenance,Executive,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,65,69,4.2,2121,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-DHK-HRA-0019,Sultana Khatun,HR & Administration,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,67,87,3.9,2227,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-CTG-SAM-0416,Rafiq Karim,Sales & Marketing,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,72,85,4.3,1020,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-DHK-FIN-0213,Tasnim Akter,Finance & Accounts,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,61,86,4.5,1380,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-NGJ-SAM-0031,Saiful Karim,Sales & Marketing,Officer,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,48,72,4.2,2466,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-PRD-0368,Farzana Haque,Production,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,55,65,4.7,481,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-NGJ-SCL-0508,Rafiq Jahan,Supply Chain & Logistics,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,51,68,4,350,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-DHK-FIN-0442,Sabbir Uddin,Finance & Accounts,Senior Manager,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,56,66,3.9,2112,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-NGJ-PRD-0271,Hasan Ferdous,Production,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,65,74,4.6,981,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-NGJ-PRD-0131,Nazmul Akter,Production,Senior Officer,In-person,Internal L&D,Dhaka Corporate Office,12,Not Completed,62,62,3.7,1528,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-DHK-SAM-0051,Zahid Rashid,Sales & Marketing,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,55,65,4,2064,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-CTG-SAM-0492,Monir Mahmud,Sales & Marketing,Officer,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,59,75,4,2163,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-PRD-0496,Nazmul Khatun,Production,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,68,82,4.1,731,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-CTG-SAM-0121,Imran Mia,Sales & Marketing,Officer,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,57,68,3.3,1023,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-NGJ-PRD-0024,Sabbir Kabir,Production,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,63,80,3.7,1947,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-PRD-0302,Mehedi Bhuiyan,Production,Senior Manager,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,83,98,4.5,2369,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-DHK-CST-0164,Mim Rahman,Corporate Strategy,Manager,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,63,72,4.2,1180,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-PRD-0247,Shakil Talukder,Production,Officer,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,50,65,3.8,1752,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-NGJ-CUS-0252,Rakib Alam,Customer Service,Junior Staff,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,43,48,4.7,1420,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-PRD-0082,Ashik Jahan,Production,Worker,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,58,67,3.5,1196,No
TRN-010,Supervisory Skills,Leadership,2025-08-10,MG-GZP-LGL-0393,Sharmeen Sultana,Legal & Compliance,Senior Manager,In-person,Internal L&D,Dhaka Corporate Office,12,Completed,51,64,3.9,430,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-GZP-PRO-0308,Mehedi Jahan,Procurement,Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,70,79,5,1766,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-GZP-PRD-0199,Jahid Hasan,Production,Junior Staff,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,69,80,4.4,1417,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-DHK-ENG-0425,Asif Noor,Engineering & Maintenance,Manager,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,62,75,3.9,1535,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-GZP-QAS-0141,Ashik Akter,Quality Assurance,Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,65,94,3.9,1508,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-DHK-FIN-0433,Lubna Haque,Finance & Accounts,Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,54,82,4.2,1658,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-CTG-QAS-0370,Md. Rahim Uddin,Quality Assurance,Worker,In-person,External Facilitator,Dhaka Corporate Office,16,Not Completed,51,51,4.2,2492,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-DHK-SCL-0447,Md. Karim Noor,Supply Chain & Logistics,Junior Staff,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,62,76,4.5,2563,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-RAJ-SAM-0386,Sharmeen Khan,Sales & Marketing,Senior Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,68,83,3.5,2165,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-CTG-CST-0229,Afroza Islam,Corporate Strategy,Senior Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Not Completed,60,60,4.6,1940,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-NGJ-PRD-0083,Farhan Rahman,Production,Executive,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,51,68,4.3,1153,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-GZP-SAM-0204,Sabbir Mia,Sales & Marketing,Senior Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,64,71,4.7,1440,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-CTG-FIN-0062,Imran Alam,Finance & Accounts,Worker,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,60,72,4.6,2238,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-NGJ-ENG-0259,Rakib Hossain,Engineering & Maintenance,Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Not Completed,66,66,3.6,1662,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-DHK-SAM-0051,Zahid Rashid,Sales & Marketing,Junior Staff,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,58,70,4.8,2017,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-GZP-SCL-0329,Hasan Alam,Supply Chain & Logistics,Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,62,77,4.7,2533,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-DHK-CST-0267,Saiful Rahman,Corporate Strategy,Senior Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,58,73,4.3,1391,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-DHK-LGL-0176,Mahmud Jahan,Legal & Compliance,Manager,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,79,83,3.9,1701,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-NGJ-SCL-0058,Sultana Khan,Supply Chain & Logistics,Junior Staff,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,54,75,4,1898,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-DHK-HRA-0178,Ishrat Ferdous,HR & Administration,Executive,In-person,External Facilitator,Dhaka Corporate Office,16,Not Completed,80,80,3.9,482,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-GZP-PRD-0033,Sabbir Bhuiyan,Production,Executive,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,67,98,3.9,640,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-NGJ-PRD-0189,Nazmul Haque,Production,Worker,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,64,94,4.7,1318,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-DHK-FIN-0203,Mizanur Hasan,Finance & Accounts,Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,50,59,3.5,1689,No
TRN-011,People Management for Line Managers,Leadership,2025-09-19,MG-CTG-SAM-0130,Jahid Ahmed,Sales & Marketing,Officer,In-person,External Facilitator,Dhaka Corporate Office,16,Completed,62,74,3.7,1453,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-CTG-QAS-0324,Ashik Bhuiyan,Quality Assurance,Worker,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,54,57,4.2,800,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-DHK-SAM-0136,Ayesha Akter,Sales & Marketing,Junior Staff,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,72,72,4.2,1862,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-DHK-FIN-0268,Mizanur Mahmud,Finance & Accounts,Senior Manager,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,64,79,4.3,948,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-CTG-SAM-0208,Imran Alam,Sales & Marketing,Manager,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,40,58,4.2,1587,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-DHK-FIN-0378,Hasan Akter,Finance & Accounts,Officer,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,52,76,4.7,894,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-GZP-QAS-0091,Anika Alam,Quality Assurance,Junior Staff,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,59,67,4.5,415,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-GZP-PRD-0496,Nazmul Khatun,Production,Worker,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,56,67,4,514,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-DHK-SAM-0358,Rakib Noor,Sales & Marketing,Officer,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Not Completed,69,69,4,1036,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-DHK-SAM-0007,Tareq Akter,Sales & Marketing,Junior Staff,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,35,42,3.6,1142,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-DHK-SAM-0084,Nazmul Khan,Sales & Marketing,Executive,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,56,69,4.4,1185,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-GZP-PRO-0236,Riyad Kabir,Procurement,Junior Staff,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,72,80,4.2,1616,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-DHK-PRO-0483,Kamrul Ahmed,Procurement,Officer,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Not Completed,57,57,3.3,1939,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-NGJ-FIN-0157,Mizanur Hasan,Finance & Accounts,Junior Staff,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,48,78,4.2,1067,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-GZP-SCL-0211,Hasan Hossain,Supply Chain & Logistics,Executive,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,65,71,4.4,2599,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-DHK-LGL-0159,Shakil Sultana,Legal & Compliance,Senior Officer,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,57,82,4.4,1641,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-GZP-PRD-0353,Farhan Islam,Production,Worker,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,58,78,3.7,994,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-GZP-PRO-0333,Ahsan Hossain,Procurement,Executive,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,37,61,4.6,2261,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-NGJ-SAM-0123,Rafiq Ahmed,Sales & Marketing,Junior Staff,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,54,70,4.4,1781,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-NGJ-PRD-0286,Nazmul Jahan,Production,Officer,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,62,73,4,1390,No
TRN-012,Customer Service Excellence,Functional,2025-09-06,MG-DHK-PRO-0041,Rakib Khatun,Procurement,Junior Staff,In-person,Internal Trainer,Gazipur Manufacturing Unit,8,Completed,69,88,4.5,2519,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-HRA-0150,Anika Karim,HR & Administration,Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,48,59,4.3,1060,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-NGJ-PRD-0131,Nazmul Akter,Production,Senior Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Not Completed,46,46,4.2,430,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-SAM-0459,Ashik Rashid,Sales & Marketing,Worker,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,62,69,4.3,2455,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-QAS-0141,Ashik Akter,Quality Assurance,Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,63,79,4.2,2560,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-NGJ-PRD-0115,Fahim Karim,Production,Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,64,85,4,744,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-SCL-0450,Rumana Kabir,Supply Chain & Logistics,Junior Staff,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,66,83,4.1,1404,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-CST-0152,Lubna Islam,Corporate Strategy,Junior Staff,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,55,61,4.2,2004,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-ENG-0275,Monir Rahman,Engineering & Maintenance,Senior Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,56,75,4.2,2320,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-CST-0371,Tanvir Sarker,Corporate Strategy,Junior Staff,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,67,90,3.7,1806,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-PRD-0096,Rashed Mia,Production,Worker,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,68,83,3.7,414,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-PRO-0395,Tasnim Haque,Procurement,Senior Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,53,62,4.5,708,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-PRD-0272,Arif Rashid,Production,Worker,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,74,95,4.5,2355,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-PRD-0415,Raisa Mahmud,Production,Senior Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,62,80,4.6,1204,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-SAM-0045,Riyad Jahan,Sales & Marketing,Junior Staff,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,55,75,4.9,546,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-NGJ-PRD-0424,Shafiq Mia,Production,Worker,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,63,78,3.8,1543,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-CUS-0347,Hasan Uddin,Customer Service,Executive,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,64,88,4.4,1556,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-SAM-0296,Saiful Rahman,Sales & Marketing,Senior Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,58,67,3.4,1387,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-QAS-0396,Maliha Hasan,Quality Assurance,Executive,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,70,81,4.8,2121,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-SCL-0334,Shafiq Islam,Supply Chain & Logistics,Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,68,80,4.3,1728,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-SAM-0129,Kamrul Uddin,Sales & Marketing,Junior Staff,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,59,84,4.3,2567,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-CST-0103,Mizanur Alam,Corporate Strategy,Senior Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,68,98,4.7,1814,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-NGJ-FIN-0445,Imran Talukder,Finance & Accounts,Manager,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,60,65,3.4,1003,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-SCL-0377,Sabbir Uddin,Supply Chain & Logistics,Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,56,80,3.6,2124,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-HRA-0050,Jahid Karim,HR & Administration,Senior Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,71,82,3.2,2158,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-SAM-0051,Zahid Rashid,Sales & Marketing,Junior Staff,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Not Completed,51,51,4.5,1835,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-DHK-CST-0404,Tareq Sarker,Corporate Strategy,Senior Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,61,85,3.8,1886,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-PRD-0456,Rafiq Haque,Production,Senior Officer,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,50,50,4.1,1640,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-GZP-SCL-0014,Mahmud Hasan,Supply Chain & Logistics,Executive,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,66,80,4.7,1567,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-CTG-SAM-0015,Rashed Ahmed,Sales & Marketing,Executive,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Completed,65,88,3.7,2562,No
TRN-013,Sales Negotiation Skills,Functional,2025-07-20,MG-CTG-PRD-0023,Jahid Karim,Production,Junior Staff,In-person,Sales Academy,Gazipur Manufacturing Unit,12,Not Completed,78,78,4.1,2085,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-GZP-PRD-0112,Ashik Sarker,Production,Junior Staff,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,63,86,4.4,411,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-DHK-HRA-0019,Sultana Khatun,HR & Administration,Junior Staff,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,69,97,4.8,1068,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-DHK-CST-0076,Ishrat Akter,Corporate Strategy,Senior Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,55,67,4.5,994,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-GZP-PRD-0172,Raisa Talukder,Production,Worker,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,76,82,4.8,2107,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-GZP-PRD-0106,Mahmud Ahmed,Production,Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,68,88,4.2,1909,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-DHK-CST-0267,Saiful Rahman,Corporate Strategy,Senior Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,62,92,3.9,1468,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-CTG-ENG-0081,Nadia Jahan,Engineering & Maintenance,Senior Manager,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,76,88,4.6,765,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-DHK-IT-0207,Rafiq Hossain,Information Technology,Junior Staff,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,66,74,4.4,972,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-GZP-ENG-0355,Nayeem Rahman,Engineering & Maintenance,Worker,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,71,89,4.9,1739,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-CTG-SAM-0095,Tareq Karim,Sales & Marketing,Senior Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,46,54,4.3,1870,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-GZP-HRA-0154,Maliha Islam,HR & Administration,Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,63,68,3.8,1317,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-GZP-SCL-0185,Priyanka Hasan,Supply Chain & Logistics,Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,56,65,4.2,1794,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-GZP-PRD-0322,Mehedi Mia,Production,Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,54,69,4.1,2361,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-CTG-SAM-0492,Monir Mahmud,Sales & Marketing,Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,78,92,4.8,1425,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-DHK-LGL-0512,Fahim Mia,Legal & Compliance,Senior Manager,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,63,64,4.2,1726,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-CTG-CST-0318,Raisa Ferdous,Corporate Strategy,Senior Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,38,48,4,2554,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-CTG-CUS-0066,Nusrat Alam,Customer Service,Executive,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,74,89,4.1,900,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-GZP-LGL-0393,Sharmeen Sultana,Legal & Compliance,Senior Manager,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,65,81,4.7,1710,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-GZP-SAM-0388,Tareq Ahmed,Sales & Marketing,Senior Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,41,67,4.1,1612,No
TRN-014,Sales Negotiation Skills,Functional,2025-08-11,MG-CTG-CST-0229,Afroza Islam,Corporate Strategy,Senior Officer,In-person,Sales Academy,Narayanganj Production Plant,12,Completed,74,92,4.6,512,No
