leave_id,employee_id,employee_name,department,location,leave_type,start_date,end_date,leave_days,reason_category,approval_status,approved_by
LV-00144,MG-CTG-SCL-0073,Hasan Hossain,Supply Chain & Logistics,Chattogram Distribution Hub,Sick Leave,2025-11-28,2025-12-01,4,Medical Appointment,Approved,Mahmudul Hasan
LV-00145,MG-GZP-PRD-0074,Sharmin Chowdhury,Production,Gazipur Manufacturing Unit,Annual Leave,2025-04-29,2025-04-30,2,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00146,MG-GZP-PRD-0074,Sharmin Chowdhury,Production,Gazipur Manufacturing Unit,Unpaid Leave,2025-11-07,2025-11-16,10,Extended Personal Matter,Approved,Md. Shahidul Islam
LV-00147,MG-GZP-PRD-0074,Sharmin Chowdhury,Production,Gazipur Manufacturing Unit,Maternity Leave,2025-05-22,2025-09-10,112,Maternity,Approved,Md. Shahidul Islam
LV-00148,MG-DHK-SAM-0075,Mizanur Rahman,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-03-19,2025-03-22,4,Personal / Vacation,Approved,Tanvir Ahmed
LV-00149,MG-DHK-CST-0076,Ishrat Akter,Corporate Strategy,Dhaka Corporate Office,Sick Leave,2025-09-22,2025-09-24,3,Fever / Flu,Approved,Anika Tasnim
LV-00150,MG-DHK-CST-0076,Ishrat Akter,Corporate Strategy,Dhaka Corporate Office,Casual Leave,2025-06-04,2025-06-06,3,Urgent Personal Matter,Approved,Anika Tasnim
LV-00151,MG-DHK-CST-0076,Ishrat Akter,Corporate Strategy,Dhaka Corporate Office,Casual Leave,2025-03-12,2025-03-12,1,Urgent Personal Matter,Approved,Anika Tasnim
LV-00152,MG-CTG-QAS-0077,Jahid Uddin,Quality Assurance,Chattogram Distribution Hub,Sick Leave,2025-04-30,2025-05-01,2,Fever / Flu,Approved,Ashikur Rahman
LV-00153,MG-CTG-QAS-0077,Jahid Uddin,Quality Assurance,Chattogram Distribution Hub,Casual Leave,2025-03-20,2025-03-20,1,Urgent Personal Matter,Approved,Ashikur Rahman
LV-00154,MG-CTG-QAS-0077,Jahid Uddin,Quality Assurance,Chattogram Distribution Hub,Casual Leave,2025-05-09,2025-05-09,1,Urgent Personal Matter,Approved,Ashikur Rahman
LV-00155,MG-GZP-PRD-0078,Mahmud Hasan,Production,Gazipur Manufacturing Unit,Casual Leave,2025-09-29,2025-09-30,2,Urgent Personal Matter,Approved,Abdul Karim
LV-00156,MG-GZP-PRD-0078,Mahmud Hasan,Production,Gazipur Manufacturing Unit,Sick Leave,2025-10-18,2025-10-19,2,Minor Illness,Approved,Abdul Karim
LV-00157,MG-GZP-PRD-0078,Mahmud Hasan,Production,Gazipur Manufacturing Unit,Annual Leave,2025-02-23,2025-02-27,5,Personal / Vacation,Approved,Abdul Karim
LV-00158,MG-GZP-PRD-0078,Mahmud Hasan,Production,Gazipur Manufacturing Unit,Casual Leave,2025-01-16,2025-01-16,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00159,MG-DHK-FIN-0079,Nusrat Karim,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-11-11,2025-11-12,2,Fever / Flu,Approved,Shafiqur Rahman
LV-00160,MG-DHK-FIN-0079,Nusrat Karim,Finance & Accounts,Dhaka Corporate Office,Casual Leave,2025-04-27,2025-04-29,3,Urgent Personal Matter,Approved,Shafiqur Rahman
LV-00161,MG-DHK-FIN-0079,Nusrat Karim,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-12-16,2025-12-20,5,Personal / Vacation,Approved,Shafiqur Rahman
LV-00162,MG-CTG-SAM-0080,Zahid Akter,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-05-02,2025-05-02,1,Personal / Vacation,Approved,Tanvir Ahmed
LV-00163,MG-CTG-SAM-0080,Zahid Akter,Sales & Marketing,Chattogram Distribution Hub,Sick Leave,2025-04-27,2025-04-27,1,Minor Illness,Approved,Tanvir Ahmed
LV-00164,MG-CTG-SAM-0080,Zahid Akter,Sales & Marketing,Chattogram Distribution Hub,Unpaid Leave,2025-02-22,2025-02-25,4,Extended Personal Matter,Approved,Tanvir Ahmed
LV-00165,MG-GZP-PRD-0082,Ashik Jahan,Production,Gazipur Manufacturing Unit,Sick Leave,2025-12-10,2025-12-13,4,Fever / Flu,Approved,Abdul Karim
LV-00166,MG-GZP-PRD-0082,Ashik Jahan,Production,Gazipur Manufacturing Unit,Annual Leave,2025-02-14,2025-02-16,3,Personal / Vacation,Approved,Abdul Karim
LV-00167,MG-GZP-PRD-0082,Ashik Jahan,Production,Gazipur Manufacturing Unit,Paternity Leave,2025-05-28,2025-06-03,7,New Child,Approved,Abdul Karim
LV-00168,MG-GZP-PRD-0082,Ashik Jahan,Production,Gazipur Manufacturing Unit,Casual Leave,2025-01-29,2025-01-30,2,Urgent Personal Matter,Approved,Abdul Karim
LV-00169,MG-NGJ-PRD-0083,Farhan Rahman,Production,Narayanganj Production Plant,Paternity Leave,2025-09-12,2025-09-18,7,New Child,Approved,Md. Shahidul Islam
LV-00170,MG-NGJ-PRD-0083,Farhan Rahman,Production,Narayanganj Production Plant,Annual Leave,2025-02-23,2025-02-25,3,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00171,MG-DHK-SAM-0084,Nazmul Khan,Sales & Marketing,Dhaka Corporate Office,Unpaid Leave,2025-02-01,2025-02-08,8,Extended Personal Matter,Approved,Farzana Rahman
LV-00172,MG-DHK-SAM-0084,Nazmul Khan,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-03-20,2025-03-21,2,Personal / Vacation,Approved,Farzana Rahman
LV-00173,MG-DHK-SAM-0084,Nazmul Khan,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-01-04,2025-01-06,3,Personal / Vacation,Approved,Farzana Rahman
LV-00174,MG-DHK-SAM-0084,Nazmul Khan,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-10-03,2025-10-05,3,Urgent Personal Matter,Approved,Farzana Rahman
LV-00175,MG-GZP-PRO-0085,Mahmud Hossain,Procurement,Gazipur Manufacturing Unit,Unpaid Leave,2025-04-09,2025-04-12,4,Extended Personal Matter,Approved,Ahsan Habib
LV-00176,MG-GZP-PRO-0085,Mahmud Hossain,Procurement,Gazipur Manufacturing Unit,Annual Leave,2025-11-26,2025-11-26,1,Personal / Vacation,Approved,Ahsan Habib
LV-00177,MG-DHK-PRD-0086,Priyanka Khan,Production,Dhaka Corporate Office,Maternity Leave,2025-08-23,2025-12-12,112,Maternity,Approved,Md. Shahidul Islam
LV-00178,MG-DHK-PRD-0086,Priyanka Khan,Production,Dhaka Corporate Office,Annual Leave,2025-06-27,2025-06-27,1,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00179,MG-GZP-SCL-0087,Tanvir Rahman,Supply Chain & Logistics,Gazipur Manufacturing Unit,Casual Leave,2025-08-18,2025-08-18,1,Urgent Personal Matter,Approved,Mahmudul Hasan
LV-00180,MG-GZP-SCL-0087,Tanvir Rahman,Supply Chain & Logistics,Gazipur Manufacturing Unit,Sick Leave,2025-01-06,2025-01-08,3,Fever / Flu,Approved,Mahmudul Hasan
LV-00181,MG-GZP-PRO-0088,Tareq Bhuiyan,Procurement,Gazipur Manufacturing Unit,Casual Leave,2025-07-03,2025-07-03,1,Urgent Personal Matter,Approved,Maliha Noor
LV-00182,MG-GZP-PRO-0088,Tareq Bhuiyan,Procurement,Gazipur Manufacturing Unit,Annual Leave,2025-08-08,2025-08-08,1,Personal / Vacation,Approved,Maliha Noor
LV-00183,MG-GZP-PRO-0088,Tareq Bhuiyan,Procurement,Gazipur Manufacturing Unit,Casual Leave,2025-10-30,2025-10-31,2,Urgent Personal Matter,Approved,Maliha Noor
LV-00184,MG-NGJ-HRA-0089,Hasan Ferdous,HR & Administration,Narayanganj Production Plant,Sick Leave,2025-11-12,2025-11-13,2,Minor Illness,Approved,Md. Imran Hossain
LV-00185,MG-NGJ-HRA-0089,Hasan Ferdous,HR & Administration,Narayanganj Production Plant,Sick Leave,2025-12-16,2025-12-16,1,Minor Illness,Approved,Md. Imran Hossain
LV-00186,MG-GZP-SCL-0090,Kamrul Mahmud,Supply Chain & Logistics,Gazipur Manufacturing Unit,Sick Leave,2025-01-30,2025-02-02,4,Fever / Flu,Approved,Mahmudul Hasan
LV-00187,MG-GZP-SCL-0090,Kamrul Mahmud,Supply Chain & Logistics,Gazipur Manufacturing Unit,Annual Leave,2025-03-14,2025-03-15,2,Personal / Vacation,Approved,Mahmudul Hasan
LV-00188,MG-GZP-QAS-0091,Anika Alam,Quality Assurance,Gazipur Manufacturing Unit,Annual Leave,2025-02-24,2025-02-26,3,Personal / Vacation,Approved,Ashikur Rahman
LV-00189,MG-GZP-QAS-0091,Anika Alam,Quality Assurance,Gazipur Manufacturing Unit,Annual Leave,2025-07-21,2025-07-24,4,Personal / Vacation,Approved,Ashikur Rahman
LV-00190,MG-DHK-CST-0092,Farzana Akter,Corporate Strategy,Dhaka Corporate Office,Annual Leave,2025-12-18,2025-12-22,5,Personal / Vacation,Approved,Mushfiqur Rahman
LV-00191,MG-DHK-CST-0092,Farzana Akter,Corporate Strategy,Dhaka Corporate Office,Sick Leave,2025-01-25,2025-01-26,2,Fever / Flu,Approved,Mushfiqur Rahman
LV-00192,MG-DHK-CST-0092,Farzana Akter,Corporate Strategy,Dhaka Corporate Office,Annual Leave,2025-04-11,2025-04-14,4,Personal / Vacation,Approved,Mushfiqur Rahman
LV-00193,MG-DHK-CUS-0093,Tanvir Rashid,Customer Service,Dhaka Corporate Office,Casual Leave,2025-10-07,2025-10-09,3,Urgent Personal Matter,Approved,Rashedul Islam
LV-00194,MG-DHK-CUS-0093,Tanvir Rashid,Customer Service,Dhaka Corporate Office,Unpaid Leave,2025-07-18,2025-07-27,10,Extended Personal Matter,Approved,Rashedul Islam
LV-00195,MG-DHK-SAM-0094,Farhan Hasan,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-01-13,2025-01-15,3,Urgent Personal Matter,Approved,Farzana Rahman
LV-00196,MG-DHK-SAM-0094,Farhan Hasan,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-02-09,2025-02-09,1,Urgent Personal Matter,Approved,Farzana Rahman
LV-00197,MG-DHK-SAM-0094,Farhan Hasan,Sales & Marketing,Dhaka Corporate Office,Paternity Leave,2025-01-22,2025-01-28,7,New Child,Approved,Farzana Rahman
LV-00198,MG-CTG-SAM-0095,Tareq Karim,Sales & Marketing,Chattogram Distribution Hub,Sick Leave,2025-03-23,2025-03-24,2,Fever / Flu,Approved,Tanvir Ahmed
LV-00199,MG-CTG-SAM-0095,Tareq Karim,Sales & Marketing,Chattogram Distribution Hub,Casual Leave,2025-02-06,2025-02-07,2,Urgent Personal Matter,Approved,Tanvir Ahmed
LV-00200,MG-CTG-SAM-0095,Tareq Karim,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-12-19,2025-12-19,1,Personal / Vacation,Approved,Tanvir Ahmed
LV-00201,MG-GZP-PRD-0096,Rashed Mia,Production,Gazipur Manufacturing Unit,Sick Leave,2025-05-02,2025-05-05,4,Fever / Flu,Approved,Abdul Karim
LV-00202,MG-GZP-PRD-0096,Rashed Mia,Production,Gazipur Manufacturing Unit,Sick Leave,2025-06-27,2025-06-28,2,Fever / Flu,Approved,Abdul Karim
LV-00203,MG-GZP-ENG-0097,Shuvo Mahmud,Engineering & Maintenance,Gazipur Manufacturing Unit,Sick Leave,2025-07-27,2025-07-30,4,Fever / Flu,Approved,Rakibul Hasan
LV-00204,MG-GZP-ENG-0097,Shuvo Mahmud,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-04-16,2025-04-16,1,Personal / Vacation,Pending,Rakibul Hasan
LV-00205,MG-GZP-ENG-0097,Shuvo Mahmud,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-05-15,2025-05-15,1,Personal / Vacation,Approved,Rakibul Hasan
LV-00206,MG-GZP-ENG-0097,Shuvo Mahmud,Engineering & Maintenance,Gazipur Manufacturing Unit,Unpaid Leave,2025-05-14,2025-05-17,4,Extended Personal Matter,Approved,Rakibul Hasan
LV-00207,MG-CTG-SCL-0098,Shakil Rashid,Supply Chain & Logistics,Chattogram Distribution Hub,Annual Leave,2025-08-21,2025-08-22,2,Personal / Vacation,Approved,Rezaul Karim
LV-00208,MG-GZP-ENG-0099,Riyad Karim,Engineering & Maintenance,Gazipur Manufacturing Unit,Casual Leave,2025-01-05,2025-01-05,1,Urgent Personal Matter,Approved,Md. Moniruzzaman
LV-00209,MG-CTG-SAM-0100,Moumita Sultana,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-01-13,2025-01-13,1,Personal / Vacation,Approved,Farzana Rahman
LV-00210,MG-DHK-HRA-0101,Nabila Islam,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-10-23,2025-10-26,4,Personal / Vacation,Rejected,Md. Imran Hossain
LV-00211,MG-DHK-HRA-0101,Nabila Islam,HR & Administration,Dhaka Corporate Office,Annual Leave,2025-04-19,2025-04-20,2,Personal / Vacation,Approved,Md. Imran Hossain
LV-00212,MG-DHK-HRA-0101,Nabila Islam,HR & Administration,Dhaka Corporate Office,Casual Leave,2025-01-02,2025-01-04,3,Urgent Personal Matter,Approved,Md. Imran Hossain
LV-00213,MG-DHK-HRA-0101,Nabila Islam,HR & Administration,Dhaka Corporate Office,Casual Leave,2025-01-19,2025-01-19,1,Urgent Personal Matter,Approved,Md. Imran Hossain
LV-00214,MG-DHK-FIN-0102,Rumana Rashid,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-10-09,2025-10-11,3,Fever / Flu,Approved,Sadia Islam
LV-00215,MG-DHK-FIN-0102,Rumana Rashid,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-05-19,2025-05-23,5,Personal / Vacation,Approved,Sadia Islam
LV-00216,MG-DHK-FIN-0102,Rumana Rashid,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-01-10,2025-01-14,5,Personal / Vacation,Approved,Sadia Islam
LV-00217,MG-GZP-CST-0103,Mizanur Alam,Corporate Strategy,Gazipur Manufacturing Unit,Annual Leave,2025-04-03,2025-04-07,5,Personal / Vacation,Approved,Anika Tasnim
LV-00218,MG-GZP-CST-0103,Mizanur Alam,Corporate Strategy,Gazipur Manufacturing Unit,Annual Leave,2025-04-29,2025-05-01,3,Personal / Vacation,Approved,Anika Tasnim
LV-00219,MG-NGJ-IT-0104,Tareq Hasan,Information Technology,Narayanganj Production Plant,Annual Leave,2025-02-17,2025-02-20,4,Personal / Vacation,Approved,Tanjina Akter
LV-00220,MG-NGJ-IT-0104,Tareq Hasan,Information Technology,Narayanganj Production Plant,Casual Leave,2025-04-12,2025-04-12,1,Urgent Personal Matter,Approved,Tanjina Akter
LV-00221,MG-GZP-SAM-0105,Faria Hasan,Sales & Marketing,Gazipur Manufacturing Unit,Casual Leave,2025-02-06,2025-02-08,3,Urgent Personal Matter,Approved,Farzana Rahman
LV-00222,MG-GZP-PRD-0106,Mahmud Ahmed,Production,Gazipur Manufacturing Unit,Annual Leave,2025-07-18,2025-07-19,2,Personal / Vacation,Approved,Abdul Karim
LV-00223,MG-GZP-PRD-0106,Mahmud Ahmed,Production,Gazipur Manufacturing Unit,Paternity Leave,2025-03-17,2025-03-23,7,New Child,Rejected,Abdul Karim
LV-00224,MG-NGJ-PRD-0107,Tanvir Islam,Production,Narayanganj Production Plant,Casual Leave,2025-01-25,2025-01-25,1,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00225,MG-NGJ-PRD-0107,Tanvir Islam,Production,Narayanganj Production Plant,Sick Leave,2025-04-01,2025-04-02,2,Fever / Flu,Approved,Md. Shahidul Islam
LV-00226,MG-NGJ-PRD-0107,Tanvir Islam,Production,Narayanganj Production Plant,Sick Leave,2025-01-05,2025-01-05,1,Fever / Flu,Approved,Md. Shahidul Islam
LV-00227,MG-RAJ-SAM-0108,Anika Bhuiyan,Sales & Marketing,Rajshahi Regional Office,Sick Leave,2025-02-20,2025-02-20,1,Medical Appointment,Approved,Tanvir Ahmed
LV-00228,MG-RAJ-SAM-0108,Anika Bhuiyan,Sales & Marketing,Rajshahi Regional Office,Casual Leave,2025-01-02,2025-01-04,3,Urgent Personal Matter,Approved,Tanvir Ahmed
LV-00229,MG-RAJ-SAM-0108,Anika Bhuiyan,Sales & Marketing,Rajshahi Regional Office,Annual Leave,2025-01-01,2025-01-02,2,Personal / Vacation,Approved,Tanvir Ahmed
LV-00230,MG-GZP-SAM-0109,Monir Khan,Sales & Marketing,Gazipur Manufacturing Unit,Annual Leave,2025-06-04,2025-06-05,2,Personal / Vacation,Approved,Farzana Rahman
LV-00231,MG-GZP-SAM-0109,Monir Khan,Sales & Marketing,Gazipur Manufacturing Unit,Sick Leave,2025-05-10,2025-05-12,3,Fever / Flu,Approved,Farzana Rahman
LV-00232,MG-GZP-QAS-0110,Fahim Kabir,Quality Assurance,Gazipur Manufacturing Unit,Casual Leave,2025-05-31,2025-06-01,2,Urgent Personal Matter,Approved,Ashikur Rahman
LV-00233,MG-DHK-HRA-0111,Sharmin Alam,HR & Administration,Dhaka Corporate Office,Casual Leave,2025-05-19,2025-05-20,2,Urgent Personal Matter,Approved,Nusrat Jahan
LV-00234,MG-DHK-HRA-0111,Sharmin Alam,HR & Administration,Dhaka Corporate Office,Unpaid Leave,2025-04-17,2025-04-23,7,Extended Personal Matter,Approved,Nusrat Jahan
LV-00235,MG-GZP-PRD-0112,Ashik Sarker,Production,Gazipur Manufacturing Unit,Sick Leave,2025-02-02,2025-02-02,1,Minor Illness,Rejected,Abdul Karim
LV-00236,MG-GZP-PRD-0112,Ashik Sarker,Production,Gazipur Manufacturing Unit,Casual Leave,2025-03-09,2025-03-09,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00237,MG-DHK-CST-0113,Sharmin Mia,Corporate Strategy,Dhaka Corporate Office,Annual Leave,2025-11-29,2025-12-03,5,Personal / Vacation,Approved,Anika Tasnim
LV-00238,MG-DHK-CST-0113,Sharmin Mia,Corporate Strategy,Dhaka Corporate Office,Sick Leave,2025-10-02,2025-10-03,2,Minor Illness,Approved,Anika Tasnim
LV-00239,MG-DHK-CST-0113,Sharmin Mia,Corporate Strategy,Dhaka Corporate Office,Annual Leave,2025-12-14,2025-12-15,2,Personal / Vacation,Approved,Anika Tasnim
LV-00240,MG-GZP-FIN-0114,Hasan Mahmud,Finance & Accounts,Gazipur Manufacturing Unit,Casual Leave,2025-03-28,2025-03-30,3,Urgent Personal Matter,Approved,Shafiqur Rahman
LV-00241,MG-GZP-FIN-0114,Hasan Mahmud,Finance & Accounts,Gazipur Manufacturing Unit,Sick Leave,2025-03-10,2025-03-13,4,Minor Illness,Pending,Shafiqur Rahman
LV-00242,MG-NGJ-PRD-0115,Fahim Karim,Production,Narayanganj Production Plant,Casual Leave,2025-03-02,2025-03-02,1,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00243,MG-NGJ-PRD-0115,Fahim Karim,Production,Narayanganj Production Plant,Sick Leave,2025-11-26,2025-11-26,1,Fever / Flu,Approved,Md. Shahidul Islam
LV-00244,MG-NGJ-PRD-0116,Rashed Sultana,Production,Narayanganj Production Plant,Casual Leave,2025-09-28,2025-09-29,2,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00245,MG-NGJ-PRD-0116,Rashed Sultana,Production,Narayanganj Production Plant,Casual Leave,2025-08-04,2025-08-04,1,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00246,MG-NGJ-PRD-0116,Rashed Sultana,Production,Narayanganj Production Plant,Sick Leave,2025-08-13,2025-08-13,1,Minor Illness,Approved,Md. Shahidul Islam
LV-00247,MG-GZP-ENG-0117,Zahid Hasan,Engineering & Maintenance,Gazipur Manufacturing Unit,Annual Leave,2025-01-24,2025-01-26,3,Personal / Vacation,Approved,Rakibul Hasan
LV-00248,MG-GZP-ENG-0117,Zahid Hasan,Engineering & Maintenance,Gazipur Manufacturing Unit,Paternity Leave,2025-03-09,2025-03-15,7,New Child,Approved,Rakibul Hasan
LV-00249,MG-GZP-PRD-0118,Jahid Islam,Production,Gazipur Manufacturing Unit,Annual Leave,2025-07-07,2025-07-07,1,Personal / Vacation,Approved,Abdul Karim
LV-00250,MG-GZP-PRD-0118,Jahid Islam,Production,Gazipur Manufacturing Unit,Paternity Leave,2025-09-05,2025-09-11,7,New Child,Approved,Abdul Karim
LV-00251,MG-GZP-PRD-0118,Jahid Islam,Production,Gazipur Manufacturing Unit,Sick Leave,2025-07-12,2025-07-14,3,Fever / Flu,Approved,Abdul Karim
LV-00252,MG-GZP-PRD-0118,Jahid Islam,Production,Gazipur Manufacturing Unit,Casual Leave,2025-04-26,2025-04-26,1,Urgent Personal Matter,Approved,Abdul Karim
LV-00253,MG-GZP-PRD-0119,Sumaiya Khatun,Production,Gazipur Manufacturing Unit,Annual Leave,2025-03-27,2025-03-29,3,Personal / Vacation,Approved,Md. Shahidul Islam
LV-00254,MG-NGJ-PRD-0120,Nazmul Noor,Production,Narayanganj Production Plant,Casual Leave,2025-09-02,2025-09-02,1,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00255,MG-NGJ-PRD-0120,Nazmul Noor,Production,Narayanganj Production Plant,Unpaid Leave,2025-11-28,2025-12-03,6,Extended Personal Matter,Approved,Md. Shahidul Islam
LV-00256,MG-NGJ-PRD-0120,Nazmul Noor,Production,Narayanganj Production Plant,Casual Leave,2025-06-23,2025-06-25,3,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00257,MG-CTG-SAM-0121,Imran Mia,Sales & Marketing,Chattogram Distribution Hub,Sick Leave,2025-02-10,2025-02-13,4,Fever / Flu,Approved,Tanvir Ahmed
LV-00258,MG-CTG-SAM-0121,Imran Mia,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-01-30,2025-01-31,2,Personal / Vacation,Approved,Tanvir Ahmed
LV-00259,MG-CTG-SAM-0121,Imran Mia,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-01-11,2025-01-12,2,Personal / Vacation,Approved,Tanvir Ahmed
LV-00260,MG-DHK-PRO-0122,Kamrul Sarker,Procurement,Dhaka Corporate Office,Annual Leave,2025-05-19,2025-05-23,5,Personal / Vacation,Approved,Maliha Noor
LV-00261,MG-DHK-PRO-0122,Kamrul Sarker,Procurement,Dhaka Corporate Office,Unpaid Leave,2025-07-19,2025-07-24,6,Extended Personal Matter,Approved,Maliha Noor
LV-00262,MG-DHK-PRO-0122,Kamrul Sarker,Procurement,Dhaka Corporate Office,Annual Leave,2025-07-23,2025-07-24,2,Personal / Vacation,Approved,Maliha Noor
LV-00263,MG-NGJ-QAS-0124,Zahid Rashid,Quality Assurance,Narayanganj Production Plant,Sick Leave,2025-12-10,2025-12-11,2,Fever / Flu,Approved,Dr. Samira Sultana
LV-00264,MG-NGJ-QAS-0124,Zahid Rashid,Quality Assurance,Narayanganj Production Plant,Sick Leave,2025-05-16,2025-05-18,3,Fever / Flu,Approved,Dr. Samira Sultana
LV-00265,MG-NGJ-QAS-0124,Zahid Rashid,Quality Assurance,Narayanganj Production Plant,Casual Leave,2025-01-15,2025-01-15,1,Urgent Personal Matter,Approved,Dr. Samira Sultana
LV-00266,MG-NGJ-QAS-0124,Zahid Rashid,Quality Assurance,Narayanganj Production Plant,Annual Leave,2025-01-27,2025-01-29,3,Personal / Vacation,Approved,Dr. Samira Sultana
LV-00267,MG-GZP-QAS-0126,Mim Sarker,Quality Assurance,Gazipur Manufacturing Unit,Sick Leave,2025-03-13,2025-03-15,3,Medical Appointment,Approved,Dr. Samira Sultana
LV-00268,MG-DHK-FIN-0127,Ayesha Bhuiyan,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-08-20,2025-08-24,5,Personal / Vacation,Approved,Sadia Islam
LV-00269,MG-DHK-FIN-0127,Ayesha Bhuiyan,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-10-26,2025-10-27,2,Fever / Flu,Approved,Sadia Islam
LV-00270,MG-DHK-FIN-0127,Ayesha Bhuiyan,Finance & Accounts,Dhaka Corporate Office,Annual Leave,2025-11-24,2025-11-24,1,Personal / Vacation,Approved,Sadia Islam
LV-00271,MG-DHK-SAM-0128,Rashed Islam,Sales & Marketing,Dhaka Corporate Office,Sick Leave,2025-05-30,2025-05-30,1,Fever / Flu,Approved,Farzana Rahman
LV-00272,MG-DHK-SAM-0128,Rashed Islam,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-10-24,2025-10-24,1,Urgent Personal Matter,Approved,Farzana Rahman
LV-00273,MG-DHK-SAM-0129,Kamrul Uddin,Sales & Marketing,Dhaka Corporate Office,Annual Leave,2025-09-10,2025-09-12,3,Personal / Vacation,Approved,Farzana Rahman
LV-00274,MG-DHK-SAM-0129,Kamrul Uddin,Sales & Marketing,Dhaka Corporate Office,Casual Leave,2025-04-02,2025-04-02,1,Urgent Personal Matter,Approved,Farzana Rahman
LV-00275,MG-DHK-SAM-0129,Kamrul Uddin,Sales & Marketing,Dhaka Corporate Office,Paternity Leave,2025-09-01,2025-09-07,7,New Child,Approved,Farzana Rahman
LV-00276,MG-CTG-SAM-0130,Jahid Ahmed,Sales & Marketing,Chattogram Distribution Hub,Annual Leave,2025-04-03,2025-04-05,3,Personal / Vacation,Approved,Tanvir Ahmed
LV-00277,MG-CTG-SAM-0130,Jahid Ahmed,Sales & Marketing,Chattogram Distribution Hub,Sick Leave,2025-12-07,2025-12-07,1,Minor Illness,Approved,Tanvir Ahmed
LV-00278,MG-NGJ-PRD-0131,Nazmul Akter,Production,Narayanganj Production Plant,Sick Leave,2025-04-13,2025-04-16,4,Minor Illness,Approved,Md. Shahidul Islam
LV-00279,MG-NGJ-PRD-0131,Nazmul Akter,Production,Narayanganj Production Plant,Casual Leave,2025-05-26,2025-05-28,3,Urgent Personal Matter,Approved,Md. Shahidul Islam
LV-00280,MG-DHK-FIN-0132,Kamrul Ferdous,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-08-14,2025-08-15,2,Medical Appointment,Approved,Sadia Islam
LV-00281,MG-DHK-FIN-0132,Kamrul Ferdous,Finance & Accounts,Dhaka Corporate Office,Unpaid Leave,2025-02-22,2025-02-26,5,Extended Personal Matter,Approved,Sadia Islam
LV-00282,MG-GZP-PRD-0133,Shakil Uddin,Production,Gazipur Manufacturing Unit,Annual Leave,2025-07-22,2025-07-26,5,Personal / Vacation,Approved,Abdul Karim
LV-00283,MG-GZP-PRD-0133,Shakil Uddin,Production,Gazipur Manufacturing Unit,Annual Leave,2025-12-18,2025-12-19,2,Personal / Vacation,Pending,Abdul Karim
LV-00284,MG-GZP-PRD-0133,Shakil Uddin,Production,Gazipur Manufacturing Unit,Annual Leave,2025-02-28,2025-03-01,2,Personal / Vacation,Approved,Abdul Karim
LV-00285,MG-GZP-PRD-0133,Shakil Uddin,Production,Gazipur Manufacturing Unit,Sick Leave,2025-08-04,2025-08-05,2,Minor Illness,Approved,Abdul Karim
LV-00286,MG-DHK-FIN-0134,Zahid Rashid,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-10-06,2025-10-09,4,Fever / Flu,Approved,Sadia Islam
LV-00287,MG-DHK-FIN-0134,Zahid Rashid,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-12-21,2025-12-22,2,Fever / Flu,Approved,Sadia Islam
LV-00288,MG-DHK-FIN-0134,Zahid Rashid,Finance & Accounts,Dhaka Corporate Office,Sick Leave,2025-02-10,2025-02-10,1,Medical Appointment,Approved,Sadia Islam
