employee_id,employee_name,gender,age,age_band,division_of_origin,disability_status,education,department,department_key,cost_center,job_title,job_level,employment_type,location,location_key,join_date,exit_date,employment_status,manager,monthly_gross_bdt
MG-DHK-FIN-0132,Kamrul Ferdous,Male,41,35-44,Dhaka,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Senior Manager - Finance,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-02-16,,Active at FY2025 year-end,Sadia Islam,224000
MG-DHK-FIN-0134,Zahid Rashid,Male,44,35-44,Chattogram,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Finance Manager,Manager,Probation,Dhaka Corporate Office,dhaka_corporate_office,2021-03-11,,Active at FY2025 year-end,Sadia Islam,116500
MG-DHK-FIN-0139,Nadia Mahmud,Female,34,25-34,Mymensingh,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Finance Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-10-03,,Active at FY2025 year-end,Shafiqur Rahman,55500
MG-DHK-FIN-0171,Mizanur Haque,Male,39,35-44,Khulna,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Finance Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-04-29,,Active at FY2025 year-end,Shafiqur Rahman,175500
MG-DHK-FIN-0173,Tanvir Khatun,Male,25,25-34,Dhaka,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Finance Officer,Officer,Contract,Dhaka Corporate Office,dhaka_corporate_office,2019-10-19,,Active at FY2025 year-end,Shafiqur Rahman,65000
MG-DHK-FIN-0203,Mizanur Hasan,Male,29,25-34,Mymensingh,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-10-25,,Active at FY2025 year-end,Shafiqur Rahman,48500
MG-DHK-FIN-0213,Tasnim Akter,Female,29,25-34,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Accounts Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-10-04,,Active at FY2025 year-end,Sadia Islam,42500
MG-DHK-FIN-0225,Rifat Rahman,Female,40,35-44,Chattogram,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Senior Finance Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-08-31,,Active at FY2025 year-end,Shafiqur Rahman,57500
MG-DHK-FIN-0268,Mizanur Mahmud,Male,44,35-44,Chattogram,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Senior Manager - Finance,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-05-21,,Active at FY2025 year-end,Sadia Islam,272000
MG-DHK-FIN-0289,Sadia Ferdous,Female,27,25-34,Chattogram,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Senior Accounts Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-06-05,,Active at FY2025 year-end,Sadia Islam,60500
MG-DHK-FIN-0365,Ahsan Karim,Male,30,25-34,Dhaka,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Tax & VAT Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-10-08,,Active at FY2025 year-end,Sadia Islam,96500
MG-DHK-FIN-0378,Hasan Akter,Male,27,25-34,Chattogram,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Accounts Officer,Officer,Intern,Dhaka Corporate Office,dhaka_corporate_office,2016-02-26,,Active at FY2025 year-end,Sadia Islam,62000
MG-DHK-FIN-0381,Nusrat Sultana,Female,45,45+,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Finance Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-07-03,,Active at FY2025 year-end,Sadia Islam,121000
MG-DHK-FIN-0433,Lubna Haque,Female,26,25-34,Rajshahi,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Finance Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-07-21,,Active at FY2025 year-end,Sadia Islam,58500
MG-DHK-FIN-0442,Sabbir Uddin,Male,45,45+,Mymensingh,No,Professional Certification,Finance & Accounts,finance_and_accounts,CC-104,Senior Manager - Finance,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-07-05,,Active at FY2025 year-end,Shafiqur Rahman,224000
MG-DHK-FIN-0452,Sumaiya Khan,Female,39,35-44,Dhaka,No,Bachelor,Finance & Accounts,finance_and_accounts,CC-104,Senior Finance Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-12-28,,Active at FY2025 year-end,Sadia Islam,73500
MG-DHK-FIN-0465,Rashed Sultana,Male,37,35-44,Chattogram,No,Master,Finance & Accounts,finance_and_accounts,CC-104,Senior Manager - Finance,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-01-22,,Active at FY2025 year-end,Shafiqur Rahman,263500
MG-DHK-FIN-0497,Nazmul Karim,Male,,,,,,Finance & Accounts,finance_and_accounts,CC-104,Cash Assistant,Junior Staff,,Dhaka Corporate Office,dhaka_corporate_office,2025-02-04,2025-04-04,Separated during FY2025,Shafiqur Rahman,
MG-DHK-HRA-0001,Priyanka Kabir,Female,43,35-44,Rangpur,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Senior Manager - HR,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-01-04,,Active at FY2025 year-end,Nusrat Jahan,243500
MG-DHK-HRA-0019,Sultana Khatun,Female,21,Under 25,Rajshahi,No,HSC,HR & Administration,hr_and_administration,CC-105,HR Assistant,Junior Staff,Contract,Dhaka Corporate Office,dhaka_corporate_office,2020-04-10,,Active at FY2025 year-end,Nusrat Jahan,41500
MG-DHK-HRA-0034,Nafisa Alam,Female,25,25-34,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Admin Assistant,Junior Staff,Probation,Dhaka Corporate Office,dhaka_corporate_office,2016-11-02,,Active at FY2025 year-end,Nusrat Jahan,40000
MG-DHK-HRA-0050,Jahid Karim,Male,43,35-44,Mymensingh,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Senior Admin Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-04-07,,Active at FY2025 year-end,Md. Imran Hossain,73500
MG-DHK-HRA-0101,Nabila Islam,Female,34,25-34,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Senior Admin Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-10-10,,Active at FY2025 year-end,Md. Imran Hossain,59000
MG-DHK-HRA-0111,Sharmin Alam,Female,45,45+,Dhaka,No,Master,HR & Administration,hr_and_administration,CC-105,HR Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-08-16,,Active at FY2025 year-end,Nusrat Jahan,169500
MG-DHK-HRA-0125,Kamrul Kabir,Male,,,,,,HR & Administration,hr_and_administration,CC-105,Payroll Executive,Executive,,Dhaka Corporate Office,dhaka_corporate_office,2021-05-13,2025-08-27,Separated during FY2025,Md. Imran Hossain,
MG-DHK-HRA-0150,Anika Karim,Female,25,25-34,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Admin Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-10-27,,Active at FY2025 year-end,Nusrat Jahan,42500
MG-DHK-HRA-0162,Rumana Haque,Female,35,35-44,Mymensingh,Yes,Diploma,HR & Administration,hr_and_administration,CC-105,HR Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-05-10,,Active at FY2025 year-end,Md. Imran Hossain,55000
MG-DHK-HRA-0178,Ishrat Ferdous,Female,36,35-44,Rajshahi,No,Bachelor,HR & Administration,hr_and_administration,CC-105,HR Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-11-14,,Active at FY2025 year-end,Md. Imran Hossain,104500
MG-DHK-HRA-0187,Mahmud Kabir,Male,24,Under 25,Rangpur,No,Master,HR & Administration,hr_and_administration,CC-105,HR Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-04-18,,Active at FY2025 year-end,Nusrat Jahan,62500
MG-DHK-HRA-0191,Tanvir Mahmud,Male,40,35-44,Khulna,No,Master,HR & Administration,hr_and_administration,CC-105,Senior HR Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-07-07,,Active at FY2025 year-end,Nusrat Jahan,72500
MG-DHK-HRA-0217,Priyanka Talukder,Female,,,,,,HR & Administration,hr_and_administration,CC-105,Admin Officer,Officer,,Dhaka Corporate Office,dhaka_corporate_office,2019-10-15,2025-06-03,Separated during FY2025,Nusrat Jahan,
MG-DHK-HRA-0251,Mst. Roksana Chowdhury,Female,40,35-44,Dhaka,Yes,Professional Certification,HR & Administration,hr_and_administration,CC-105,HR Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-04-11,,Active at FY2025 year-end,Nusrat Jahan,162000
MG-DHK-HRA-0263,Ayesha Hasan,Female,33,25-34,Khulna,No,Bachelor,HR & Administration,hr_and_administration,CC-105,HR Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-03-01,,Active at FY2025 year-end,Nusrat Jahan,134500
MG-DHK-HRA-0265,Jahid Karim,Male,30,25-34,Dhaka,No,Master,HR & Administration,hr_and_administration,CC-105,Senior Admin Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-01-21,,Active at FY2025 year-end,Nusrat Jahan,89000
MG-DHK-HRA-0283,Samira Chowdhury,Female,50,45+,Rangpur,No,Master,HR & Administration,hr_and_administration,CC-105,Head of Human Resources,Head,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-08-23,,Active at FY2025 year-end,Nusrat Jahan,429000
MG-DHK-HRA-0288,Monir Jahan,Male,,,,,,HR & Administration,hr_and_administration,CC-105,Admin Assistant,Junior Staff,,Dhaka Corporate Office,dhaka_corporate_office,2018-10-29,2025-02-20,Separated during FY2025,Nusrat Jahan,
MG-DHK-HRA-0306,Shakil Bhuiyan,Male,31,25-34,Dhaka,No,Master,HR & Administration,hr_and_administration,CC-105,Payroll Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-08-27,,Active at FY2025 year-end,Md. Imran Hossain,100500
MG-DHK-HRA-0363,Ishrat Ahmed,Female,32,25-34,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Admin Officer,Officer,Contract,Dhaka Corporate Office,dhaka_corporate_office,2021-09-02,,Active at FY2025 year-end,Nusrat Jahan,64000
MG-DHK-HRA-0391,Jahid Ahmed,Male,41,35-44,Sylhet,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Payroll Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-09-08,,Active at FY2025 year-end,Md. Imran Hossain,78500
MG-DHK-HRA-0441,Asif Hasan,Male,44,35-44,Khulna,No,Professional Certification,HR & Administration,hr_and_administration,CC-105,Payroll Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-10-21,,Active at FY2025 year-end,Md. Imran Hossain,75000
MG-DHK-HRA-0476,Mim Bhuiyan,Female,24,Under 25,Dhaka,No,Bachelor,HR & Administration,hr_and_administration,CC-105,Admin Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-09-29,,Active at FY2025 year-end,Nusrat Jahan,41500
MG-DHK-IT-0067,Kamrul Mia,Male,36,35-44,Rajshahi,No,Bachelor,Information Technology,information_technology,CC-108,Senior IT Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-04-06,,Active at FY2025 year-end,Tanjina Akter,85000
MG-DHK-IT-0145,Mehedi Rahman,Male,27,25-34,Rangpur,No,Master,Information Technology,information_technology,CC-108,IT Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-08-10,,Active at FY2025 year-end,Tanjina Akter,73000
MG-DHK-IT-0207,Rafiq Hossain,Male,29,25-34,Chattogram,No,HSC,Information Technology,information_technology,CC-108,Junior Developer,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-07-04,,Active at FY2025 year-end,Tanjina Akter,34500
MG-DHK-IT-0310,Sabbir Rahman,Male,27,25-34,Barishal,No,Diploma,Information Technology,information_technology,CC-108,Junior Developer,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-08-08,,Active at FY2025 year-end,Sabbir Hossain,33500
MG-DHK-IT-0392,Kamrul Sultana,Male,48,45+,Dhaka,No,Master,Information Technology,information_technology,CC-108,Senior Manager - IT,Senior Manager,Probation,Dhaka Corporate Office,dhaka_corporate_office,2022-08-29,,Active at FY2025 year-end,Tanjina Akter,213500
MG-DHK-IT-0418,Ahsan Khatun,Male,33,25-34,Sylhet,No,Bachelor,Information Technology,information_technology,CC-108,IT Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-07-28,,Active at FY2025 year-end,Sabbir Hossain,58500
MG-DHK-IT-0479,Sumaiya Haque,Not Disclosed,33,25-34,Rajshahi,No,HSC,Information Technology,information_technology,CC-108,IT Support Technician,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-01-20,,Active at FY2025 year-end,Sabbir Hossain,43500
MG-DHK-LGL-0004,Sadia Chowdhury,Female,,,,,,Legal & Compliance,legal_and_compliance,CC-111,Senior Manager - Legal,Senior Manager,,Dhaka Corporate Office,dhaka_corporate_office,2022-03-24,2025-11-15,Separated during FY2025,Barrister Nafisa Karim,
MG-DHK-LGL-0159,Shakil Sultana,Male,27,25-34,Khulna,No,Master,Legal & Compliance,legal_and_compliance,CC-111,Senior Legal Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-10-08,,Active at FY2025 year-end,Shamim Ahmed,75500
MG-DHK-LGL-0176,Mahmud Jahan,Male,45,45+,Rajshahi,No,Professional Certification,Legal & Compliance,legal_and_compliance,CC-111,Compliance Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-12-24,,Active at FY2025 year-end,Barrister Nafisa Karim,169000
MG-DHK-LGL-0323,Tahmina Bhuiyan,Female,23,Under 25,Dhaka,No,Bachelor,Legal & Compliance,legal_and_compliance,CC-111,Legal Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-04-16,,Active at FY2025 year-end,Shamim Ahmed,47500
MG-DHK-LGL-0463,Md. Rahim Mia,Male,31,25-34,Chattogram,No,Diploma,Legal & Compliance,legal_and_compliance,CC-111,Legal Officer,Officer,Intern,Dhaka Corporate Office,dhaka_corporate_office,2025-07-17,,Active at FY2025 year-end,Barrister Nafisa Karim,42500
MG-DHK-LGL-0512,Fahim Mia,Male,54,45+,Rajshahi,No,Bachelor,Legal & Compliance,legal_and_compliance,CC-111,Senior Manager - Legal,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-01-09,,Active at FY2025 year-end,Barrister Nafisa Karim,291500
MG-DHK-PRD-0047,Asif Hossain,Male,26,25-34,Chattogram,No,Bachelor,Production,production,CC-101,Shift Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-02-10,,Active at FY2025 year-end,Abdul Karim,40500
MG-DHK-PRD-0086,Priyanka Khan,Female,48,45+,Dhaka,No,Professional Certification,Production,production,CC-101,Senior Manager - Production,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-01-23,,Active at FY2025 year-end,Md. Shahidul Islam,174000
MG-DHK-PRD-0184,Ahsan Mia,Male,26,25-34,Dhaka,No,HSC,Production,production,CC-101,Production Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-01-31,,Active at FY2025 year-end,Abdul Karim,38000
MG-DHK-PRD-0490,Shuvo Mahmud,Male,27,25-34,Chattogram,No,Bachelor,Production,production,CC-101,Line Coordinator,Junior Staff,Probation,Dhaka Corporate Office,dhaka_corporate_office,2025-08-14,,Active at FY2025 year-end,Md. Shahidul Islam,42000
MG-DHK-PRD-0503,Mehedi Kabir,Male,27,25-34,Rajshahi,No,Bachelor,Production,production,CC-101,Senior Production Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-12-23,,Active at FY2025 year-end,Abdul Karim,79000
MG-DHK-PRO-0041,Rakib Khatun,Male,30,25-34,Chattogram,No,Bachelor,Procurement,procurement,CC-109,Purchase Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-10-14,,Active at FY2025 year-end,Maliha Noor,43000
MG-DHK-PRO-0122,Kamrul Sarker,Male,,,,,,Procurement,procurement,CC-109,Senior Sourcing Officer,Senior Officer,,Dhaka Corporate Office,dhaka_corporate_office,2021-04-14,2025-10-11,Separated during FY2025,Maliha Noor,
MG-DHK-PRO-0169,Tareq Alam,Male,36,35-44,Rajshahi,No,Bachelor,Procurement,procurement,CC-109,Vendor Management Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-09-15,,Active at FY2025 year-end,Ahsan Habib,95000
MG-DHK-PRO-0254,Shafiq Hossain,Male,31,25-34,Dhaka,No,HSC,Procurement,procurement,CC-109,Vendor Coordinator,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-04-15,,Active at FY2025 year-end,Maliha Noor,35500
MG-DHK-PRO-0343,Lubna Hossain,Female,42,35-44,Rangpur,No,Master,Procurement,procurement,CC-109,Procurement Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-12-01,,Active at FY2025 year-end,Maliha Noor,179500
MG-DHK-PRO-0395,Tasnim Haque,Female,28,25-34,Mymensingh,No,Bachelor,Procurement,procurement,CC-109,Senior Sourcing Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-12-25,,Active at FY2025 year-end,Maliha Noor,70000
MG-DHK-PRO-0434,Farhan Uddin,Male,36,35-44,Barishal,No,Bachelor,Procurement,procurement,CC-109,Vendor Management Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2025-10-27,,Active at FY2025 year-end,Ahsan Habib,82000
MG-DHK-PRO-0483,Kamrul Ahmed,Male,28,25-34,Chattogram,No,Bachelor,Procurement,procurement,CC-109,Sourcing Officer,Officer,Intern,Dhaka Corporate Office,dhaka_corporate_office,2025-08-06,,Active at FY2025 year-end,Maliha Noor,46500
MG-DHK-QAS-0197,Md. Rahim Talukder,Male,21,Under 25,Mymensingh,No,Bachelor,Quality Assurance,quality_assurance,CC-106,QA Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-08-18,,Active at FY2025 year-end,Ashikur Rahman,41000
MG-DHK-QAS-0339,Hasan Jahan,Male,35,35-44,Rajshahi,No,SSC,Quality Assurance,quality_assurance,CC-106,Lab Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-09-08,,Active at FY2025 year-end,Ashikur Rahman,33000
MG-DHK-SAM-0007,Tareq Akter,Male,21,Under 25,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2017-03-20,,Active at FY2025 year-end,Tanvir Ahmed,46500
MG-DHK-SAM-0009,Rashed Ahmed,Male,33,25-34,Chattogram,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Support Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-08-29,,Active at FY2025 year-end,Tanvir Ahmed,31000
MG-DHK-SAM-0036,Shakil Haque,Male,24,Under 25,Khulna,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-07-08,,Active at FY2025 year-end,Farzana Rahman,65000
MG-DHK-SAM-0044,Afroza Akter,Female,46,45+,Rangpur,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-06-17,,Active at FY2025 year-end,Tanvir Ahmed,265500
MG-DHK-SAM-0045,Riyad Jahan,Male,31,25-34,Dhaka,No,Diploma,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-01-10,,Active at FY2025 year-end,Tanvir Ahmed,34000
MG-DHK-SAM-0051,Zahid Rashid,Male,29,25-34,Barishal,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-10-27,,Active at FY2025 year-end,Tanvir Ahmed,37000
MG-DHK-SAM-0068,Riyad Chowdhury,Male,27,25-34,Dhaka,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Senior Brand Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2023-10-15,,Active at FY2025 year-end,Tanvir Ahmed,85000
MG-DHK-SAM-0075,Mizanur Rahman,Male,38,35-44,Dhaka,Yes,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-10-13,,Active at FY2025 year-end,Tanvir Ahmed,75500
MG-DHK-SAM-0084,Nazmul Khan,Male,36,35-44,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-05-08,,Active at FY2025 year-end,Farzana Rahman,85000
MG-DHK-SAM-0094,Farhan Hasan,Male,20,Under 25,Rajshahi,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Support Assistant,Worker,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-11-02,,Active at FY2025 year-end,Farzana Rahman,29500
MG-DHK-SAM-0128,Rashed Islam,Male,27,25-34,Dhaka,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-09-19,,Active at FY2025 year-end,Farzana Rahman,40500
MG-DHK-SAM-0129,Kamrul Uddin,Male,23,Under 25,Rangpur,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Contract,Dhaka Corporate Office,dhaka_corporate_office,2020-11-06,,Active at FY2025 year-end,Farzana Rahman,41500
MG-DHK-SAM-0136,Ayesha Akter,Female,24,Under 25,Rajshahi,No,HSC,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-08-23,,Active at FY2025 year-end,Tanvir Ahmed,33500
MG-DHK-SAM-0143,Shuvo Bhuiyan,Male,27,25-34,Dhaka,No,Diploma,Sales & Marketing,sales_and_marketing,CC-102,Sales Representative,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-08-21,,Active at FY2025 year-end,Tanvir Ahmed,32000
MG-DHK-SAM-0151,Ahsan Mahmud,Male,32,25-34,Dhaka,Yes,Master,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-05-11,,Active at FY2025 year-end,Farzana Rahman,106500
MG-DHK-SAM-0158,Moumita Haque,Female,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Territory Sales Officer,Officer,,Dhaka Corporate Office,dhaka_corporate_office,2018-07-14,2025-06-19,Separated during FY2025,Tanvir Ahmed,
MG-DHK-SAM-0170,Ashik Kabir,Male,37,35-44,Sylhet,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Area Sales Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-07-01,,Active at FY2025 year-end,Farzana Rahman,117500
MG-DHK-SAM-0201,Mehedi Karim,Male,45,45+,Chattogram,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-05-14,,Active at FY2025 year-end,Farzana Rahman,85000
MG-DHK-SAM-0209,Ashik Mia,Male,40,35-44,Dhaka,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Senior Brand Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2018-03-18,,Active at FY2025 year-end,Farzana Rahman,71500
MG-DHK-SAM-0250,Imran Sarker,Male,40,35-44,Rangpur,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Area Sales Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-09-08,,Active at FY2025 year-end,Farzana Rahman,155000
MG-DHK-SAM-0262,Zahid Noor,Male,40,35-44,Rangpur,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-02-05,,Active at FY2025 year-end,Farzana Rahman,279000
MG-DHK-SAM-0270,Shakil Rahman,Male,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,,Dhaka Corporate Office,dhaka_corporate_office,2018-05-13,2025-03-26,Separated during FY2025,Farzana Rahman,
MG-DHK-SAM-0296,Saiful Rahman,Male,28,25-34,Mymensingh,No,Bachelor,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Probation,Dhaka Corporate Office,dhaka_corporate_office,2020-11-03,,Active at FY2025 year-end,Tanvir Ahmed,78500
MG-DHK-SAM-0298,Hasan Uddin,Male,26,25-34,Dhaka,No,Diploma,Sales & Marketing,sales_and_marketing,CC-102,Marketing Assistant,Junior Staff,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-06-23,,Active at FY2025 year-end,Tanvir Ahmed,34000
MG-DHK-SAM-0300,Zahid Rahman,Male,42,35-44,Rajshahi,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-12-18,,Active at FY2025 year-end,Tanvir Ahmed,208500
MG-DHK-SAM-0358,Rakib Noor,Male,23,Under 25,Rangpur,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Officer,Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2019-09-03,,Active at FY2025 year-end,Farzana Rahman,40000
MG-DHK-SAM-0360,Sanjida Ferdous,Female,45,45+,Dhaka,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Brand Manager,Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2020-10-30,,Active at FY2025 year-end,Farzana Rahman,117000
MG-DHK-SAM-0362,Rifat Khan,Female,40,35-44,Rajshahi,No,Master,Sales & Marketing,sales_and_marketing,CC-102,Regional Sales Manager,Senior Manager,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2022-03-07,,Active at FY2025 year-end,Farzana Rahman,253000
MG-DHK-SAM-0364,Rifat Bhuiyan,Female,42,35-44,Dhaka,No,Professional Certification,Sales & Marketing,sales_and_marketing,CC-102,Senior Territory Officer,Senior Officer,Permanent,Dhaka Corporate Office,dhaka_corporate_office,2021-03-09,,Active at FY2025 year-end,Farzana Rahman,67500
MG-DHK-SAM-0384,Arif Haque,Male,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Area Sales Manager,Manager,,Dhaka Corporate Office,dhaka_corporate_office,2016-01-24,2025-06-02,Separated during FY2025,Tanvir Ahmed,
MG-DHK-SAM-0394,Sultana Ahmed,Female,,,,,,Sales & Marketing,sales_and_marketing,CC-102,Sales Executive,Executive,,Dhaka Corporate Office,dhaka_corporate_office,2022-07-18,2025-10-26,Separated during FY2025,Tanvir Ahmed,
